Date,Commodity_Name,Unit,Category,Price,Currency,Country,Country_Region,Market_Name
15 12 2019,Beans - Retail,KG,pulses and nuts,829.16,MWK,Malawi,Southern Region,Balaka
15 12 2019,Maize - Retail,KG,cereals and tubers,336.61,MWK,Malawi,Southern Region,Balaka
15 12 2019,Rice - Retail,KG,cereals and tubers,765.22,MWK,Malawi,Southern Region,Balaka
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,474.03,MWK,Malawi,Southern Region,Balaka
15 12 2019,Maize - Retail,KG,cereals and tubers,298.5,MWK,Malawi,Southern Region,Liwonde
15 12 2019,Beans - Retail,KG,pulses and nuts,898.69,MWK,Malawi,Southern Region,Lunzu
15 12 2019,Maize - Retail,KG,cereals and tubers,299.51,MWK,Malawi,Southern Region,Lunzu
15 12 2019,Rice - Retail,KG,cereals and tubers,797.64,MWK,Malawi,Southern Region,Lunzu
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,987.94,MWK,Malawi,Southern Region,Lunzu
15 12 2019,Beans - Retail,KG,pulses and nuts,863.37,MWK,Malawi,Southern Region,Mangochi
15 12 2019,Maize - Retail,KG,cereals and tubers,303.65,MWK,Malawi,Southern Region,Mangochi
15 12 2019,Rice - Retail,KG,cereals and tubers,674.11,MWK,Malawi,Southern Region,Mangochi
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,868.27,MWK,Malawi,Southern Region,Mangochi
15 12 2019,Beans - Retail,KG,pulses and nuts,813.24,MWK,Malawi,Southern Region,Mwanza
15 12 2019,Maize - Retail,KG,cereals and tubers,297.1,MWK,Malawi,Southern Region,Mwanza
15 12 2019,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Southern Region,Mwanza
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,842.48,MWK,Malawi,Southern Region,Mwanza
15 12 2019,Beans - Retail,KG,pulses and nuts,833.5,MWK,Malawi,Southern Region,Phalombe
15 12 2019,Maize - Retail,KG,cereals and tubers,300,MWK,Malawi,Southern Region,Phalombe
15 12 2019,Rice - Retail,KG,cereals and tubers,671.67,MWK,Malawi,Southern Region,Phalombe
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Southern Region,Phalombe
15 12 2019,Rice (imported) - Retail,KG,cereals and tubers,15000,SOS,Malawi,Southern Region,Marka
15 12 2019,Maize (white) - Retail,KG,cereals and tubers,7650,SOS,Malawi,Southern Region,Marka
15 12 2019,Sorghum (red) - Retail,KG,cereals and tubers,10600,SOS,Malawi,Southern Region,Marka
15 12 2019,Beans - Retail,KG,pulses and nuts,700.2,MWK,Malawi,Southern Region,Nsanje
15 12 2019,Maize - Retail,KG,cereals and tubers,310,MWK,Malawi,Southern Region,Nsanje
15 12 2019,Rice - Retail,KG,cereals and tubers,700.17,MWK,Malawi,Southern Region,Nsanje
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Southern Region,Nsanje
15 12 2019,Beans - Retail,KG,pulses and nuts,901.38,MWK,Malawi,Northern Region,Chintheche
15 12 2019,Maize - Retail,KG,cereals and tubers,226.84,MWK,Malawi,Northern Region,Chintheche
15 12 2019,Rice - Retail,KG,cereals and tubers,801.38,MWK,Malawi,Northern Region,Chintheche
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,771.6,MWK,Malawi,Northern Region,Chintheche
15 12 2019,Beans - Retail,KG,pulses and nuts,785.67,MWK,Malawi,Northern Region,Embangweni
15 12 2019,Maize - Retail,KG,cereals and tubers,243.97,MWK,Malawi,Northern Region,Embangweni
15 12 2019,Rice - Retail,KG,cereals and tubers,781.9,MWK,Malawi,Northern Region,Embangweni
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,780.65,MWK,Malawi,Northern Region,Embangweni
15 12 2019,Beans - Retail,KG,pulses and nuts,768.79,MWK,Malawi,Northern Region,Karonga
15 12 2019,Maize - Retail,KG,cereals and tubers,288.8,MWK,Malawi,Northern Region,Karonga
15 12 2019,Rice - Retail,KG,cereals and tubers,730.66,MWK,Malawi,Northern Region,Karonga
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,852.81,MWK,Malawi,Northern Region,Karonga
15 12 2019,Beans - Retail,KG,pulses and nuts,327.32,MWK,Malawi,Northern Region,Misuku
15 12 2019,Maize - Retail,KG,cereals and tubers,165.54,MWK,Malawi,Northern Region,Misuku
15 12 2019,Rice - Retail,KG,cereals and tubers,452.26,MWK,Malawi,Northern Region,Misuku
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,493.74,MWK,Malawi,Northern Region,Misuku
15 12 2019,Beans - Retail,KG,pulses and nuts,809.21,MWK,Malawi,Northern Region,Mzimba
15 12 2019,Maize - Retail,KG,cereals and tubers,244.44,MWK,Malawi,Northern Region,Mzimba
15 12 2019,Rice - Retail,KG,cereals and tubers,850,MWK,Malawi,Northern Region,Mzimba
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,725.66,MWK,Malawi,Northern Region,Mzimba
15 12 2019,Beans - Retail,KG,pulses and nuts,946.25,MWK,Malawi,Northern Region,Mzuzu
15 12 2019,Maize - Retail,KG,cereals and tubers,257.5,MWK,Malawi,Northern Region,Mzuzu
15 12 2019,Rice - Retail,KG,cereals and tubers,753.9,MWK,Malawi,Northern Region,Mzuzu
15 12 2019,Cassava - Retail,KG,cereals and tubers,354.83,MWK,Malawi,Northern Region,Mzuzu
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,653.5,MWK,Malawi,Northern Region,Mzuzu
15 12 2019,Beans - Retail,KG,pulses and nuts,707.39,MWK,Malawi,Northern Region,Nkhata Bay
15 12 2019,Maize - Retail,KG,cereals and tubers,236.75,MWK,Malawi,Northern Region,Nkhata Bay
15 12 2019,Rice - Retail,KG,cereals and tubers,752.87,MWK,Malawi,Northern Region,Nkhata Bay
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,753.29,MWK,Malawi,Northern Region,Nkhata Bay
15 12 2019,Beans - Retail,KG,pulses and nuts,710.02,MWK,Malawi,Northern Region,Jenda
15 12 2019,Maize - Retail,KG,cereals and tubers,245.04,MWK,Malawi,Northern Region,Jenda
15 12 2019,Rice - Retail,KG,cereals and tubers,796.26,MWK,Malawi,Northern Region,Jenda
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,681.06,MWK,Malawi,Northern Region,Jenda
15 12 2019,Beans - Retail,KG,pulses and nuts,888.45,MWK,Malawi,Central Region,Bembeke turn off
15 12 2019,Maize - Retail,KG,cereals and tubers,287.27,MWK,Malawi,Central Region,Bembeke turn off
15 12 2019,Rice - Retail,KG,cereals and tubers,598.94,MWK,Malawi,Central Region,Bembeke turn off
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,791.89,MWK,Malawi,Central Region,Bembeke turn off
15 12 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Chatoloma
15 12 2019,Beans - Retail,KG,pulses and nuts,700.28,MWK,Malawi,Central Region,Chimbiya
15 12 2019,Maize - Retail,KG,cereals and tubers,270.2,MWK,Malawi,Central Region,Chimbiya
15 12 2019,Rice - Retail,KG,cereals and tubers,670.27,MWK,Malawi,Central Region,Chimbiya
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,767.62,MWK,Malawi,Central Region,Chimbiya
15 12 2019,Beans - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Malomo
15 12 2019,Maize - Retail,KG,cereals and tubers,247.83,MWK,Malawi,Central Region,Malomo
15 12 2019,Rice - Retail,KG,cereals and tubers,875,MWK,Malawi,Central Region,Malomo
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Central Region,Malomo
15 12 2019,Beans - Retail,KG,pulses and nuts,900.11,MWK,Malawi,Central Region,Mitundu
15 12 2019,Maize - Retail,KG,cereals and tubers,282.09,MWK,Malawi,Central Region,Mitundu
15 12 2019,Rice - Retail,KG,cereals and tubers,790.24,MWK,Malawi,Central Region,Mitundu
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,718.56,MWK,Malawi,Central Region,Mitundu
15 12 2019,Beans - Retail,KG,pulses and nuts,889.17,MWK,Malawi,Central Region,Nanjiri
15 12 2019,Maize - Retail,KG,cereals and tubers,289.69,MWK,Malawi,Central Region,Nanjiri
15 12 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Nanjiri
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,830.53,MWK,Malawi,Central Region,Nanjiri
15 12 2019,Beans - Retail,KG,pulses and nuts,850,MWK,Malawi,Central Region,Nkhamenya
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,620.44,MWK,Malawi,Central Region,Nkhamenya
15 12 2019,Beans - Retail,KG,pulses and nuts,689.49,MWK,Malawi,Central Region,Ntcheu
15 12 2019,Maize - Retail,KG,cereals and tubers,259.87,MWK,Malawi,Central Region,Ntcheu
15 12 2019,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,Ntcheu
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,791.11,MWK,Malawi,Central Region,Ntcheu
15 12 2019,Beans - Retail,KG,pulses and nuts,756.67,MWK,Malawi,Central Region,Ntchisi
15 12 2019,Rice - Retail,KG,cereals and tubers,683.33,MWK,Malawi,Central Region,Ntchisi
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,708.33,MWK,Malawi,Central Region,Ntchisi
15 12 2019,Beans - Retail,KG,pulses and nuts,875,MWK,Malawi,Central Region,Salima
15 12 2019,Maize - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,Salima
15 12 2019,Rice - Retail,KG,cereals and tubers,625,MWK,Malawi,Central Region,Salima
15 12 2019,Beans - Retail,KG,pulses and nuts,925,MWK,Malawi,Central Region,Santhe
15 12 2019,Maize - Retail,KG,cereals and tubers,273.33,MWK,Malawi,Central Region,Santhe
15 12 2019,Rice - Retail,KG,cereals and tubers,766.67,MWK,Malawi,Central Region,Santhe
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,771,MWK,Malawi,Central Region,Santhe
15 12 2019,Beans - Retail,KG,pulses and nuts,785.85,MWK,Malawi,Central Region,Sharpevaley
15 12 2019,Maize - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,Sharpevaley
15 12 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Sharpevaley
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,300.67,MWK,Malawi,Central Region,Sharpevaley
15 12 2019,Beans - Retail,KG,pulses and nuts,900,MWK,Malawi,Central Region,Thete
15 12 2019,Maize - Retail,KG,cereals and tubers,267.5,MWK,Malawi,Central Region,Thete
15 12 2019,Rice - Retail,KG,cereals and tubers,600,MWK,Malawi,Central Region,Thete
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Central Region,Thete
15 12 2019,Beans - Retail,KG,pulses and nuts,900,MWK,Malawi,Central Region,Lilongwe
15 12 2019,Maize - Retail,KG,cereals and tubers,326.67,MWK,Malawi,Central Region,Lilongwe
15 12 2019,Rice - Retail,KG,cereals and tubers,950,MWK,Malawi,Central Region,Lilongwe
15 12 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Lilongwe
15 12 2019,Beans - Retail,KG,pulses and nuts,733.22,MWK,Malawi,Central Region,Tsangano turn off
15 12 2019,Maize - Retail,KG,cereals and tubers,280.31,MWK,Malawi,Central Region,Tsangano turn off
15 12 2019,Rice - Retail,KG,cereals and tubers,700.5,MWK,Malawi,Central Region,Tsangano turn off
15 11 2019,Beans - Retail,KG,pulses and nuts,832.21,MWK,Malawi,Southern Region,Balaka
15 11 2019,Maize - Retail,KG,cereals and tubers,247.82,MWK,Malawi,Southern Region,Balaka
15 11 2019,Rice - Retail,KG,cereals and tubers,761.25,MWK,Malawi,Southern Region,Balaka
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,472.4,MWK,Malawi,Southern Region,Balaka
15 11 2019,Beans - Retail,KG,pulses and nuts,790.4,MWK,Malawi,Southern Region,Bangula
15 11 2019,Maize - Retail,KG,cereals and tubers,268.8,MWK,Malawi,Southern Region,Bangula
15 11 2019,Rice - Retail,KG,cereals and tubers,737.5,MWK,Malawi,Southern Region,Bangula
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,771.95,MWK,Malawi,Southern Region,Bangula
15 11 2019,Beans - Retail,KG,pulses and nuts,645.46,MWK,Malawi,Southern Region,Chikwawa
15 11 2019,Maize - Retail,KG,cereals and tubers,285.71,MWK,Malawi,Southern Region,Chikwawa
15 11 2019,Rice - Retail,KG,cereals and tubers,800.33,MWK,Malawi,Southern Region,Chikwawa
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,751.11,MWK,Malawi,Southern Region,Chikwawa
15 11 2019,Beans - Retail,KG,pulses and nuts,796.43,MWK,Malawi,Southern Region,Limbe
15 11 2019,Maize - Retail,KG,cereals and tubers,238.45,MWK,Malawi,Southern Region,Limbe
15 11 2019,Rice - Retail,KG,cereals and tubers,789.6,MWK,Malawi,Southern Region,Limbe
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,788.16,MWK,Malawi,Southern Region,Limbe
15 11 2019,Maize - Retail,KG,cereals and tubers,264.6,MWK,Malawi,Southern Region,Liwonde
15 11 2019,Beans - Retail,KG,pulses and nuts,871.54,MWK,Malawi,Southern Region,Lunzu
15 11 2019,Maize - Retail,KG,cereals and tubers,293.32,MWK,Malawi,Southern Region,Lunzu
15 11 2019,Rice - Retail,KG,cereals and tubers,796.12,MWK,Malawi,Southern Region,Lunzu
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,965.49,MWK,Malawi,Southern Region,Lunzu
15 11 2019,Beans - Retail,KG,pulses and nuts,810.46,MWK,Malawi,Southern Region,Mangochi
15 11 2019,Maize - Retail,KG,cereals and tubers,295.59,MWK,Malawi,Southern Region,Mangochi
15 11 2019,Rice - Retail,KG,cereals and tubers,634.34,MWK,Malawi,Southern Region,Mangochi
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,887.26,MWK,Malawi,Southern Region,Mangochi
15 11 2019,Beans - Retail,KG,pulses and nuts,807.89,MWK,Malawi,Southern Region,Mayaka
15 11 2019,Maize - Retail,KG,cereals and tubers,277.43,MWK,Malawi,Southern Region,Mayaka
15 11 2019,Rice - Retail,KG,cereals and tubers,650.1,MWK,Malawi,Southern Region,Mayaka
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,765.33,MWK,Malawi,Southern Region,Mayaka
15 11 2019,Beans - Retail,KG,pulses and nuts,776.28,MWK,Malawi,Southern Region,Mwanza
15 11 2019,Maize - Retail,KG,cereals and tubers,279.33,MWK,Malawi,Southern Region,Mwanza
15 11 2019,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Southern Region,Mwanza
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,809.43,MWK,Malawi,Southern Region,Mwanza
15 11 2019,Beans - Retail,KG,pulses and nuts,682.18,MWK,Malawi,Southern Region,Nchalo
15 11 2019,Maize - Retail,KG,cereals and tubers,309.52,MWK,Malawi,Southern Region,Nchalo
15 11 2019,Rice - Retail,KG,cereals and tubers,800,MWK,Malawi,Southern Region,Nchalo
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,850.6,MWK,Malawi,Southern Region,Nchalo
15 11 2019,Beans - Retail,KG,pulses and nuts,800.33,MWK,Malawi,Southern Region,Neno
15 11 2019,Maize - Retail,KG,cereals and tubers,222.22,MWK,Malawi,Southern Region,Neno
15 11 2019,Rice - Retail,KG,cereals and tubers,601,MWK,Malawi,Southern Region,Neno
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Southern Region,Neno
15 11 2019,Beans - Retail,KG,pulses and nuts,807.56,MWK,Malawi,Southern Region,Phalombe
15 11 2019,Maize - Retail,KG,cereals and tubers,300,MWK,Malawi,Southern Region,Phalombe
15 11 2019,Rice - Retail,KG,cereals and tubers,670,MWK,Malawi,Southern Region,Phalombe
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,832.81,MWK,Malawi,Southern Region,Phalombe
15 11 2019,Beans - Retail,KG,pulses and nuts,650.3,MWK,Malawi,Southern Region,Chilinga
15 11 2019,Maize - Retail,KG,cereals and tubers,261.92,MWK,Malawi,Southern Region,Chilinga
15 11 2019,Rice - Retail,KG,cereals and tubers,559.8,MWK,Malawi,Southern Region,Chilinga
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,746.88,MWK,Malawi,Southern Region,Chilinga
15 11 2019,Rice (imported) - Retail,KG,cereals and tubers,15000,SOS,Malawi,Southern Region,Marka
15 11 2019,Maize (white) - Retail,KG,cereals and tubers,6300,SOS,Malawi,Southern Region,Marka
15 11 2019,Sorghum (red) - Retail,KG,cereals and tubers,10600,SOS,Malawi,Southern Region,Marka
15 11 2019,Beans - Retail,KG,pulses and nuts,700.06,MWK,Malawi,Southern Region,Nsanje
15 11 2019,Maize - Retail,KG,cereals and tubers,240,MWK,Malawi,Southern Region,Nsanje
15 11 2019,Rice - Retail,KG,cereals and tubers,649.72,MWK,Malawi,Southern Region,Nsanje
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Southern Region,Nsanje
15 11 2019,Beans - Retail,KG,pulses and nuts,554.82,MWK,Malawi,Northern Region,Chilumba
15 11 2019,Maize - Retail,KG,cereals and tubers,241.53,MWK,Malawi,Northern Region,Chilumba
15 11 2019,Rice - Retail,KG,cereals and tubers,493.03,MWK,Malawi,Northern Region,Chilumba
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,569.33,MWK,Malawi,Northern Region,Chilumba
15 11 2019,Beans - Retail,KG,pulses and nuts,474.25,MWK,Malawi,Northern Region,Chitipa
15 11 2019,Maize - Retail,KG,cereals and tubers,297.53,MWK,Malawi,Northern Region,Chitipa
15 11 2019,Rice - Retail,KG,cereals and tubers,863.85,MWK,Malawi,Northern Region,Chitipa
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,739.37,MWK,Malawi,Northern Region,Chitipa
15 11 2019,Beans - Retail,KG,pulses and nuts,813.8,MWK,Malawi,Northern Region,Embangweni
15 11 2019,Maize - Retail,KG,cereals and tubers,221.94,MWK,Malawi,Northern Region,Embangweni
15 11 2019,Rice - Retail,KG,cereals and tubers,776.01,MWK,Malawi,Northern Region,Embangweni
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,794.67,MWK,Malawi,Northern Region,Embangweni
15 11 2019,Beans - Retail,KG,pulses and nuts,763.07,MWK,Malawi,Northern Region,Karonga
15 11 2019,Maize - Retail,KG,cereals and tubers,257.52,MWK,Malawi,Northern Region,Karonga
15 11 2019,Rice - Retail,KG,cereals and tubers,643.51,MWK,Malawi,Northern Region,Karonga
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,812.47,MWK,Malawi,Northern Region,Karonga
15 11 2019,Beans - Retail,KG,pulses and nuts,802.74,MWK,Malawi,Northern Region,Mzimba
15 11 2019,Maize - Retail,KG,cereals and tubers,233.91,MWK,Malawi,Northern Region,Mzimba
15 11 2019,Rice - Retail,KG,cereals and tubers,794,MWK,Malawi,Northern Region,Mzimba
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,744.89,MWK,Malawi,Northern Region,Mzimba
15 11 2019,Beans - Retail,KG,pulses and nuts,955.19,MWK,Malawi,Northern Region,Mzuzu
15 11 2019,Maize - Retail,KG,cereals and tubers,212.55,MWK,Malawi,Northern Region,Mzuzu
15 11 2019,Rice - Retail,KG,cereals and tubers,750.64,MWK,Malawi,Northern Region,Mzuzu
15 11 2019,Cassava - Retail,KG,cereals and tubers,393.75,MWK,Malawi,Northern Region,Mzuzu
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,660.75,MWK,Malawi,Northern Region,Mzuzu
15 11 2019,Beans - Retail,KG,pulses and nuts,707.72,MWK,Malawi,Northern Region,Nkhata Bay
15 11 2019,Maize - Retail,KG,cereals and tubers,232.23,MWK,Malawi,Northern Region,Nkhata Bay
15 11 2019,Rice - Retail,KG,cereals and tubers,751.63,MWK,Malawi,Northern Region,Nkhata Bay
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,750.04,MWK,Malawi,Northern Region,Nkhata Bay
15 11 2019,Beans - Retail,KG,pulses and nuts,694.42,MWK,Malawi,Northern Region,Jenda
15 11 2019,Maize - Retail,KG,cereals and tubers,234.61,MWK,Malawi,Northern Region,Jenda
15 11 2019,Rice - Retail,KG,cereals and tubers,796.1,MWK,Malawi,Northern Region,Jenda
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,670.67,MWK,Malawi,Northern Region,Jenda
15 11 2019,Beans - Retail,KG,pulses and nuts,882.56,MWK,Malawi,Central Region,Chatoloma
15 11 2019,Maize - Retail,KG,cereals and tubers,200.69,MWK,Malawi,Central Region,Chatoloma
15 11 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Chatoloma
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,500,MWK,Malawi,Central Region,Chatoloma
15 11 2019,Beans - Retail,KG,pulses and nuts,800,MWK,Malawi,Central Region,Dwangwa
15 11 2019,Maize - Retail,KG,cereals and tubers,259.06,MWK,Malawi,Central Region,Dwangwa
15 11 2019,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,Dwangwa
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Dwangwa
15 11 2019,Beans - Retail,KG,pulses and nuts,850,MWK,Malawi,Central Region,Malomo
15 11 2019,Maize - Retail,KG,cereals and tubers,240.63,MWK,Malawi,Central Region,Malomo
15 11 2019,Rice - Retail,KG,cereals and tubers,850,MWK,Malawi,Central Region,Malomo
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,600,MWK,Malawi,Central Region,Malomo
15 11 2019,Beans - Retail,KG,pulses and nuts,800,MWK,Malawi,Central Region,Mchinji
15 11 2019,Maize - Retail,KG,cereals and tubers,238.04,MWK,Malawi,Central Region,Mchinji
15 11 2019,Rice - Retail,KG,cereals and tubers,778.87,MWK,Malawi,Central Region,Mchinji
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,673.86,MWK,Malawi,Central Region,Mchinji
15 11 2019,Beans - Retail,KG,pulses and nuts,891.97,MWK,Malawi,Central Region,Mitundu
15 11 2019,Maize - Retail,KG,cereals and tubers,270.32,MWK,Malawi,Central Region,Mitundu
15 11 2019,Rice - Retail,KG,cereals and tubers,826.74,MWK,Malawi,Central Region,Mitundu
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,684.05,MWK,Malawi,Central Region,Mitundu
15 11 2019,Beans - Retail,KG,pulses and nuts,658.99,MWK,Malawi,Central Region,Mkanda
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,542.41,MWK,Malawi,Central Region,Mkanda
15 11 2019,Beans - Retail,KG,pulses and nuts,900,MWK,Malawi,Central Region,Mwansambo
15 11 2019,Maize - Retail,KG,cereals and tubers,254.44,MWK,Malawi,Central Region,Mwansambo
15 11 2019,Rice - Retail,KG,cereals and tubers,650,MWK,Malawi,Central Region,Mwansambo
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,630,MWK,Malawi,Central Region,Mwansambo
15 11 2019,Beans - Retail,KG,pulses and nuts,867.22,MWK,Malawi,Central Region,Nanjiri
15 11 2019,Maize - Retail,KG,cereals and tubers,252.89,MWK,Malawi,Central Region,Nanjiri
15 11 2019,Rice - Retail,KG,cereals and tubers,762.5,MWK,Malawi,Central Region,Nanjiri
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,812.66,MWK,Malawi,Central Region,Nanjiri
15 11 2019,Maize - Retail,KG,cereals and tubers,210,MWK,Malawi,Central Region,Nkhamenya
15 11 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Nkhamenya
15 11 2019,Beans - Retail,KG,pulses and nuts,953.06,MWK,Malawi,Central Region,Nsundwe
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,770.79,MWK,Malawi,Central Region,Nsundwe
15 11 2019,Beans - Retail,KG,pulses and nuts,589.45,MWK,Malawi,Central Region,Ntcheu
15 11 2019,Maize - Retail,KG,cereals and tubers,242.69,MWK,Malawi,Central Region,Ntcheu
15 11 2019,Rice - Retail,KG,cereals and tubers,666.67,MWK,Malawi,Central Region,Ntcheu
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,596.41,MWK,Malawi,Central Region,Ntcheu
15 11 2019,Beans - Retail,KG,pulses and nuts,737.63,MWK,Malawi,Central Region,Ntchisi
15 11 2019,Maize - Retail,KG,cereals and tubers,238.75,MWK,Malawi,Central Region,Ntchisi
15 11 2019,Rice - Retail,KG,cereals and tubers,677.5,MWK,Malawi,Central Region,Ntchisi
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,695.81,MWK,Malawi,Central Region,Ntchisi
15 11 2019,Beans - Retail,KG,pulses and nuts,830,MWK,Malawi,Central Region,Santhe
15 11 2019,Maize - Retail,KG,cereals and tubers,250,MWK,Malawi,Central Region,Santhe
15 11 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Santhe
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,743.11,MWK,Malawi,Central Region,Santhe
15 11 2019,Beans - Retail,KG,pulses and nuts,615.36,MWK,Malawi,Central Region,Sharpevaley
15 11 2019,Maize - Retail,KG,cereals and tubers,278.33,MWK,Malawi,Central Region,Sharpevaley
15 11 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Sharpevaley
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,332.29,MWK,Malawi,Central Region,Sharpevaley
15 11 2019,Beans - Retail,KG,pulses and nuts,891.25,MWK,Malawi,Central Region,Dowa
15 11 2019,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Dowa
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,743.75,MWK,Malawi,Central Region,Dowa
15 11 2019,Beans - Retail,KG,pulses and nuts,900,MWK,Malawi,Central Region,Lilongwe
15 11 2019,Maize - Retail,KG,cereals and tubers,257.5,MWK,Malawi,Central Region,Lilongwe
15 11 2019,Rice - Retail,KG,cereals and tubers,950,MWK,Malawi,Central Region,Lilongwe
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Lilongwe
15 11 2019,Beans - Retail,KG,pulses and nuts,830.16,MWK,Malawi,Central Region,Kasiya
15 11 2019,Maize - Retail,KG,cereals and tubers,257.5,MWK,Malawi,Central Region,Kasiya
15 11 2019,Rice - Retail,KG,cereals and tubers,765.33,MWK,Malawi,Central Region,Kasiya
15 11 2019,Groundnuts (shelled) - Retail,KG,pulses and nuts,525,MWK,Malawi,Central Region,Kasiya
15 11 2019,Beans - Retail,KG,pulses and nuts,706.32,MWK,Malawi,Central Region,Tsangano turn off
15 11 2019,Maize - Retail,KG,cereals and tubers,247,MWK,Malawi,Central Region,Tsangano turn off
15 11 2019,Rice - Retail,KG,cereals and tubers,698.78,MWK,Malawi,Central Region,Tsangano turn off
