Date,Commodity_Name,Unit,Category,Price,Currency,Country,Country_Region,Market_Name
15 06 2017,Maize - Retail,KG,cereals and tubers,69.78,MWK,Malawi,Southern Region,Mayaka
15 06 2017,Rice - Retail,KG,cereals and tubers,614.01,MWK,Malawi,Southern Region,Mayaka
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,761.55,MWK,Malawi,Southern Region,Mayaka
15 06 2017,Beans - Retail,KG,pulses and nuts,675.35,MWK,Malawi,Southern Region,Muloza
15 06 2017,Maize - Retail,KG,cereals and tubers,83.5,MWK,Malawi,Southern Region,Muloza
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,861.54,MWK,Malawi,Southern Region,Muloza
15 06 2017,Beans - Retail,KG,pulses and nuts,993.77,MWK,Malawi,Southern Region,Neno
15 06 2017,Maize - Retail,KG,cereals and tubers,137.5,MWK,Malawi,Southern Region,Neno
15 06 2017,Rice - Retail,KG,cereals and tubers,946.2,MWK,Malawi,Southern Region,Neno
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,995.65,MWK,Malawi,Southern Region,Neno
15 06 2017,Beans - Retail,KG,pulses and nuts,858.72,MWK,Malawi,Southern Region,Ngabu
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,700,MWK,Malawi,Southern Region,Ngabu
15 06 2017,Maize - Retail,KG,cereals and tubers,99.86,MWK,Malawi,Southern Region,Sorgin
15 06 2017,Rice - Retail,KG,cereals and tubers,404.84,MWK,Malawi,Southern Region,Sorgin
15 06 2017,Beans - Retail,KG,pulses and nuts,500,MWK,Malawi,Southern Region,Phalombe
15 06 2017,Maize - Retail,KG,cereals and tubers,87.5,MWK,Malawi,Southern Region,Phalombe
15 06 2017,Rice - Retail,KG,cereals and tubers,562.5,MWK,Malawi,Southern Region,Phalombe
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,400,MWK,Malawi,Southern Region,Phalombe
15 06 2017,Rice (imported) - Retail,KG,cereals and tubers,14750,SOS,Malawi,Southern Region,Marka
15 06 2017,Maize (white) - Retail,KG,cereals and tubers,12000,SOS,Malawi,Southern Region,Marka
15 06 2017,Sorghum (red) - Retail,KG,cereals and tubers,14000,SOS,Malawi,Southern Region,Marka
15 06 2017,Maize - Retail,KG,cereals and tubers,99.87,MWK,Malawi,Southern Region,Nsanje
15 06 2017,Beans - Retail,KG,pulses and nuts,410.08,MWK,Malawi,Northern Region,Chilumba
15 06 2017,Maize - Retail,KG,cereals and tubers,128.9,MWK,Malawi,Northern Region,Chilumba
15 06 2017,Rice - Retail,KG,cereals and tubers,354.64,MWK,Malawi,Northern Region,Chilumba
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,499.46,MWK,Malawi,Northern Region,Chilumba
15 06 2017,Beans - Retail,KG,pulses and nuts,958,MWK,Malawi,Northern Region,Chintheche
15 06 2017,Maize - Retail,KG,cereals and tubers,172.8,MWK,Malawi,Northern Region,Chintheche
15 06 2017,Rice - Retail,KG,cereals and tubers,695.7,MWK,Malawi,Northern Region,Chintheche
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,965.46,MWK,Malawi,Northern Region,Chintheche
15 06 2017,Maize - Retail,KG,cereals and tubers,75.31,MWK,Malawi,Northern Region,Embangweni
15 06 2017,Rice - Retail,KG,cereals and tubers,728.51,MWK,Malawi,Northern Region,Embangweni
15 06 2017,Beans - Retail,KG,pulses and nuts,614.93,MWK,Malawi,Northern Region,Hewe
15 06 2017,Maize - Retail,KG,cereals and tubers,84.3,MWK,Malawi,Northern Region,Hewe
15 06 2017,Rice - Retail,KG,cereals and tubers,568.67,MWK,Malawi,Northern Region,Hewe
15 06 2017,Maize - Retail,KG,cereals and tubers,146.57,MWK,Malawi,Northern Region,Karonga
15 06 2017,Rice - Retail,KG,cereals and tubers,473.72,MWK,Malawi,Northern Region,Karonga
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,644.3,MWK,Malawi,Northern Region,Karonga
15 06 2017,Beans - Retail,KG,pulses and nuts,765.72,MWK,Malawi,Northern Region,Mpamba
15 06 2017,Maize - Retail,KG,cereals and tubers,173.11,MWK,Malawi,Northern Region,Mpamba
15 06 2017,Rice - Retail,KG,cereals and tubers,565.19,MWK,Malawi,Northern Region,Mpamba
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,542.34,MWK,Malawi,Northern Region,Mpamba
15 06 2017,Beans - Retail,KG,pulses and nuts,623.8,MWK,Malawi,Northern Region,Mzimba
15 06 2017,Maize - Retail,KG,cereals and tubers,86.11,MWK,Malawi,Northern Region,Mzimba
15 06 2017,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Northern Region,Mzimba
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,638.02,MWK,Malawi,Northern Region,Mzimba
15 06 2017,Beans - Retail,KG,pulses and nuts,602.19,MWK,Malawi,Northern Region,Mzuzu
15 06 2017,Maize - Retail,KG,cereals and tubers,100.05,MWK,Malawi,Northern Region,Mzuzu
15 06 2017,Rice - Retail,KG,cereals and tubers,552.54,MWK,Malawi,Northern Region,Mzuzu
15 06 2017,Cassava - Retail,KG,cereals and tubers,328.23,MWK,Malawi,Northern Region,Mzuzu
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,622.11,MWK,Malawi,Northern Region,Mzuzu
15 06 2017,Maize - Retail,KG,cereals and tubers,133.02,MWK,Malawi,Northern Region,Nkhata Bay
15 06 2017,Rice - Retail,KG,cereals and tubers,941.21,MWK,Malawi,Northern Region,Nkhata Bay
15 06 2017,Maize - Retail,KG,cereals and tubers,111.45,MWK,Malawi,Northern Region,Rumphi
15 06 2017,Rice - Retail,KG,cereals and tubers,621.56,MWK,Malawi,Northern Region,Rumphi
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,480.13,MWK,Malawi,Northern Region,Rumphi
15 06 2017,Beans - Retail,KG,pulses and nuts,523.05,MWK,Malawi,Northern Region,Jenda
15 06 2017,Maize - Retail,KG,cereals and tubers,97.45,MWK,Malawi,Northern Region,Jenda
15 06 2017,Rice - Retail,KG,cereals and tubers,694.74,MWK,Malawi,Northern Region,Jenda
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,565.01,MWK,Malawi,Northern Region,Jenda
15 06 2017,Beans - Retail,KG,pulses and nuts,696.3,MWK,Malawi,Central Region,Chatoloma
15 06 2017,Maize - Retail,KG,cereals and tubers,103.81,MWK,Malawi,Central Region,Chatoloma
15 06 2017,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Chatoloma
15 06 2017,Beans - Retail,KG,pulses and nuts,800.1,MWK,Malawi,Central Region,Dwangwa
15 06 2017,Maize - Retail,KG,cereals and tubers,118.12,MWK,Malawi,Central Region,Dwangwa
15 06 2017,Rice - Retail,KG,cereals and tubers,600.03,MWK,Malawi,Central Region,Dwangwa
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Dwangwa
15 06 2017,Rice - Retail,KG,cereals and tubers,700.17,MWK,Malawi,Central Region,Malomo
15 06 2017,Beans - Retail,KG,pulses and nuts,745.83,MWK,Malawi,Central Region,Mitundu
15 06 2017,Maize - Retail,KG,cereals and tubers,76.08,MWK,Malawi,Central Region,Mitundu
15 06 2017,Rice - Retail,KG,cereals and tubers,640.26,MWK,Malawi,Central Region,Mitundu
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,475.05,MWK,Malawi,Central Region,Mitundu
15 06 2017,Beans - Retail,KG,pulses and nuts,566.67,MWK,Malawi,Central Region,Mponela
15 06 2017,Beans - Retail,KG,pulses and nuts,500,MWK,Malawi,Central Region,Mtakataka
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,500,MWK,Malawi,Central Region,Mtakataka
15 06 2017,Beans - Retail,KG,pulses and nuts,781.25,MWK,Malawi,Central Region,Mwansambo
15 06 2017,Maize - Retail,KG,cereals and tubers,150,MWK,Malawi,Central Region,Mwansambo
15 06 2017,Rice - Retail,KG,cereals and tubers,550,MWK,Malawi,Central Region,Mwansambo
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,300,MWK,Malawi,Central Region,Mwansambo
15 06 2017,Beans - Retail,KG,pulses and nuts,687.5,MWK,Malawi,Central Region,Nkhamenya
15 06 2017,Maize - Retail,KG,cereals and tubers,90.4,MWK,Malawi,Central Region,Nkhamenya
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,700,MWK,Malawi,Central Region,Nkhamenya
15 06 2017,Beans - Retail,KG,pulses and nuts,337.73,MWK,Malawi,Central Region,Nkhoma
15 06 2017,Maize - Retail,KG,cereals and tubers,87.25,MWK,Malawi,Central Region,Nkhoma
15 06 2017,Rice - Retail,KG,cereals and tubers,625.13,MWK,Malawi,Central Region,Nkhoma
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,427.63,MWK,Malawi,Central Region,Nkhoma
15 06 2017,Beans - Retail,KG,pulses and nuts,520.61,MWK,Malawi,Central Region,Nsundwe
15 06 2017,Maize - Retail,KG,cereals and tubers,152.72,MWK,Malawi,Central Region,Nsundwe
15 06 2017,Rice - Retail,KG,cereals and tubers,825.4,MWK,Malawi,Central Region,Nsundwe
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,413.05,MWK,Malawi,Central Region,Nsundwe
15 06 2017,Beans - Retail,KG,pulses and nuts,558.65,MWK,Malawi,Central Region,Ntcheu
15 06 2017,Maize - Retail,KG,cereals and tubers,91.89,MWK,Malawi,Central Region,Ntcheu
15 06 2017,Rice - Retail,KG,cereals and tubers,525,MWK,Malawi,Central Region,Ntcheu
15 06 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,630.34,MWK,Malawi,Central Region,Ntcheu
15 06 2017,Maize - Retail,KG,cereals and tubers,95,MWK,Malawi,Central Region,Sharpevaley
15 06 2017,Rice - Retail,KG,cereals and tubers,612.5,MWK,Malawi,Central Region,Sharpevaley
15 06 2017,Maize - Retail,KG,cereals and tubers,70,MWK,Malawi,Central Region,Thete
15 06 2017,Rice - Retail,KG,cereals and tubers,666.67,MWK,Malawi,Central Region,Thete
15 06 2017,Maize - Retail,KG,cereals and tubers,110,MWK,Malawi,Central Region,Lilongwe
15 06 2017,Rice - Retail,KG,cereals and tubers,500,MWK,Malawi,Central Region,Lilongwe
15 06 2017,Beans - Retail,KG,pulses and nuts,766.65,MWK,Malawi,Central Region,Tsangano turn off
15 06 2017,Maize - Retail,KG,cereals and tubers,111.37,MWK,Malawi,Central Region,Chamama
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Balaka
15 05 2017,Maize - Retail,KG,cereals and tubers,124.75,MWK,Malawi,Southern Region,Balaka
15 05 2017,Rice - Retail,KG,cereals and tubers,548.46,MWK,Malawi,Southern Region,Balaka
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,445.27,MWK,Malawi,Southern Region,Balaka
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Bvumbwe
15 05 2017,Maize - Retail,KG,cereals and tubers,99.25,MWK,Malawi,Southern Region,Bvumbwe
15 05 2017,Rice - Retail,KG,cereals and tubers,637.63,MWK,Malawi,Southern Region,Bvumbwe
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,759.05,MWK,Malawi,Southern Region,Bvumbwe
15 05 2017,Maize - Retail,KG,cereals and tubers,101.35,MWK,Malawi,Southern Region,Chikwawa
15 05 2017,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Southern Region,Chikwawa
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Jali
15 05 2017,Maize - Retail,KG,cereals and tubers,62.22,MWK,Malawi,Southern Region,Jali
15 05 2017,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Southern Region,Jali
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,810,MWK,Malawi,Southern Region,Jali
15 05 2017,Maize - Retail,KG,cereals and tubers,91.3,MWK,Malawi,Southern Region,Limbe
15 05 2017,Rice - Retail,KG,cereals and tubers,531.23,MWK,Malawi,Southern Region,Limbe
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Luchenza
15 05 2017,Maize - Retail,KG,cereals and tubers,96.79,MWK,Malawi,Southern Region,Luchenza
15 05 2017,Rice - Retail,KG,cereals and tubers,791.83,MWK,Malawi,Southern Region,Luchenza
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,720.97,MWK,Malawi,Southern Region,Luchenza
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Lunzu
15 05 2017,Maize - Retail,KG,cereals and tubers,103.88,MWK,Malawi,Southern Region,Lunzu
15 05 2017,Rice - Retail,KG,cereals and tubers,620.56,MWK,Malawi,Southern Region,Lunzu
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,742.81,MWK,Malawi,Southern Region,Lunzu
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Mangochi
15 05 2017,Maize - Retail,KG,cereals and tubers,105.45,MWK,Malawi,Southern Region,Mangochi
15 05 2017,Rice - Retail,KG,cereals and tubers,539.01,MWK,Malawi,Southern Region,Mangochi
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Mangochi
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Mayaka
15 05 2017,Maize - Retail,KG,cereals and tubers,63.84,MWK,Malawi,Southern Region,Mayaka
15 05 2017,Rice - Retail,KG,cereals and tubers,656.81,MWK,Malawi,Southern Region,Mayaka
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,754.85,MWK,Malawi,Southern Region,Mayaka
15 05 2017,Maize - Retail,KG,cereals and tubers,207.69,MWK,Malawi,Southern Region,Monkey Bay
15 05 2017,Rice - Retail,KG,cereals and tubers,985.31,MWK,Malawi,Southern Region,Monkey Bay
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Muloza
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Southern Region,Muloza
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Namwera
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Neno
15 05 2017,Maize - Retail,KG,cereals and tubers,125,MWK,Malawi,Southern Region,Neno
15 05 2017,Rice - Retail,KG,cereals and tubers,800,MWK,Malawi,Southern Region,Neno
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,922.8,MWK,Malawi,Southern Region,Neno
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Ngabu
15 05 2017,Maize - Retail,KG,cereals and tubers,112.71,MWK,Malawi,Southern Region,Sorgin
15 05 2017,Rice - Retail,KG,cereals and tubers,659.66,MWK,Malawi,Southern Region,Sorgin
15 05 2017,Maize - Retail,KG,cereals and tubers,90.32,MWK,Malawi,Southern Region,Ntaja
15 05 2017,Rice - Retail,KG,cereals and tubers,591.23,MWK,Malawi,Southern Region,Ntaja
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,668.3,MWK,Malawi,Southern Region,Ntaja
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,Phalombe
15 05 2017,Maize - Retail,KG,cereals and tubers,182,MWK,Malawi,Southern Region,Phalombe
15 05 2017,Rice - Retail,KG,cereals and tubers,600,MWK,Malawi,Southern Region,Phalombe
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,500,MWK,Malawi,Southern Region,Phalombe
15 05 2017,Rice (imported) - Retail,KG,cereals and tubers,14000,SOS,Malawi,Southern Region,Marka
15 05 2017,Maize (white) - Retail,KG,cereals and tubers,11650,SOS,Malawi,Southern Region,Marka
15 05 2017,Sorghum (red) - Retail,KG,cereals and tubers,12000,SOS,Malawi,Southern Region,Marka
15 05 2017,Maize - Retail,KG,cereals and tubers,112.71,MWK,Malawi,Southern Region,Nsanje
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Northern Region,Chintheche
15 05 2017,Maize - Retail,KG,cereals and tubers,187.17,MWK,Malawi,Northern Region,Chintheche
15 05 2017,Rice - Retail,KG,cereals and tubers,699.36,MWK,Malawi,Northern Region,Chintheche
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,962.85,MWK,Malawi,Northern Region,Chintheche
15 05 2017,Maize - Retail,KG,cereals and tubers,134.17,MWK,Malawi,Northern Region,Embangweni
15 05 2017,Rice - Retail,KG,cereals and tubers,761.03,MWK,Malawi,Northern Region,Embangweni
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Northern Region,Hewe
15 05 2017,Maize - Retail,KG,cereals and tubers,65.22,MWK,Malawi,Northern Region,Hewe
15 05 2017,Rice - Retail,KG,cereals and tubers,540.23,MWK,Malawi,Northern Region,Hewe
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Northern Region,Karonga
15 05 2017,Maize - Retail,KG,cereals and tubers,160.2,MWK,Malawi,Northern Region,Karonga
15 05 2017,Rice - Retail,KG,cereals and tubers,468.19,MWK,Malawi,Northern Region,Karonga
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,714.98,MWK,Malawi,Northern Region,Karonga
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Northern Region,Mzuzu
15 05 2017,Maize - Retail,KG,cereals and tubers,105,MWK,Malawi,Northern Region,Mzuzu
15 05 2017,Rice - Retail,KG,cereals and tubers,600.2,MWK,Malawi,Northern Region,Mzuzu
15 05 2017,Cassava - Retail,KG,cereals and tubers,372.8,MWK,Malawi,Northern Region,Mzuzu
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,613.8,MWK,Malawi,Northern Region,Mzuzu
15 05 2017,Maize - Retail,KG,cereals and tubers,132.48,MWK,Malawi,Northern Region,Nkhata Bay
15 05 2017,Rice - Retail,KG,cereals and tubers,973.95,MWK,Malawi,Northern Region,Nkhata Bay
15 05 2017,Maize - Retail,KG,cereals and tubers,126.99,MWK,Malawi,Northern Region,Rumphi
15 05 2017,Rice - Retail,KG,cereals and tubers,679.65,MWK,Malawi,Northern Region,Rumphi
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,464.14,MWK,Malawi,Northern Region,Rumphi
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Northern Region,Jenda
15 05 2017,Maize - Retail,KG,cereals and tubers,129.61,MWK,Malawi,Northern Region,Jenda
15 05 2017,Rice - Retail,KG,cereals and tubers,719.35,MWK,Malawi,Northern Region,Jenda
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,629.82,MWK,Malawi,Northern Region,Jenda
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Chatoloma
15 05 2017,Maize - Retail,KG,cereals and tubers,96.27,MWK,Malawi,Central Region,Chatoloma
15 05 2017,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Chatoloma
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Dwangwa
15 05 2017,Maize - Retail,KG,cereals and tubers,114.73,MWK,Malawi,Central Region,Dwangwa
15 05 2017,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,Dwangwa
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,1000,MWK,Malawi,Central Region,Dwangwa
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Madisi
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,800,MWK,Malawi,Central Region,Madisi
15 05 2017,Maize - Retail,KG,cereals and tubers,131.31,MWK,Malawi,Central Region,Malomo
15 05 2017,Rice - Retail,KG,cereals and tubers,800,MWK,Malawi,Central Region,Malomo
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Mchinji
15 05 2017,Maize - Retail,KG,cereals and tubers,72.11,MWK,Malawi,Central Region,Mchinji
15 05 2017,Rice - Retail,KG,cereals and tubers,782.83,MWK,Malawi,Central Region,Mchinji
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,812.67,MWK,Malawi,Central Region,Mchinji
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Mitundu
15 05 2017,Maize - Retail,KG,cereals and tubers,79.88,MWK,Malawi,Central Region,Mitundu
15 05 2017,Rice - Retail,KG,cereals and tubers,650.69,MWK,Malawi,Central Region,Mitundu
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Mponela
15 05 2017,Maize - Retail,KG,cereals and tubers,80,MWK,Malawi,Central Region,Mponela
15 05 2017,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,Mponela
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Nkhamenya
15 05 2017,Maize - Retail,KG,cereals and tubers,109.38,MWK,Malawi,Central Region,Nkhamenya
15 05 2017,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,Nkhamenya
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,700,MWK,Malawi,Central Region,Nkhamenya
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Nkhoma
15 05 2017,Maize - Retail,KG,cereals and tubers,107.25,MWK,Malawi,Central Region,Nkhoma
15 05 2017,Rice - Retail,KG,cereals and tubers,1000,MWK,Malawi,Central Region,Nkhoma
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,590,MWK,Malawi,Central Region,Nkhoma
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Nsundwe
15 05 2017,Maize - Retail,KG,cereals and tubers,142.77,MWK,Malawi,Central Region,Nsundwe
15 05 2017,Rice - Retail,KG,cereals and tubers,840.33,MWK,Malawi,Central Region,Nsundwe
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,508.56,MWK,Malawi,Central Region,Nsundwe
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Ntcheu
15 05 2017,Maize - Retail,KG,cereals and tubers,90.5,MWK,Malawi,Central Region,Ntcheu
15 05 2017,Rice - Retail,KG,cereals and tubers,600,MWK,Malawi,Central Region,Ntcheu
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,629.26,MWK,Malawi,Central Region,Ntcheu
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Ntchisi
15 05 2017,Maize - Retail,KG,cereals and tubers,150,MWK,Malawi,Central Region,Ntchisi
15 05 2017,Rice - Retail,KG,cereals and tubers,725,MWK,Malawi,Central Region,Ntchisi
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,650.33,MWK,Malawi,Central Region,Ntchisi
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Salima
15 05 2017,Maize - Retail,KG,cereals and tubers,123.33,MWK,Malawi,Central Region,Salima
15 05 2017,Rice - Retail,KG,cereals and tubers,540,MWK,Malawi,Central Region,Salima
15 05 2017,Maize - Retail,KG,cereals and tubers,65.63,MWK,Malawi,Central Region,Sharpevaley
15 05 2017,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Sharpevaley
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Dowa
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,712.5,MWK,Malawi,Central Region,Dowa
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Lilongwe
15 05 2017,Maize - Retail,KG,cereals and tubers,110,MWK,Malawi,Central Region,Lilongwe
15 05 2017,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,Lilongwe
15 05 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,788.55,MWK,Malawi,Central Region,Lilongwe
15 05 2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Central Region,Tsangano turn off
15 05 2017,Maize - Retail,KG,cereals and tubers,127.29,MWK,Malawi,Central Region,Chamama
15 04 2017,Beans - Retail,KG,pulses and nuts,905.2,MWK,Malawi,Southern Region,Balaka
15 04 2017,Maize - Retail,KG,cereals and tubers,148.96,MWK,Malawi,Southern Region,Balaka
15 04 2017,Rice - Retail,KG,cereals and tubers,718.36,MWK,Malawi,Southern Region,Balaka
15 04 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,524.88,MWK,Malawi,Southern Region,Balaka
15 04 2017,Rice - Retail,KG,cereals and tubers,735.65,MWK,Malawi,Southern Region,Liwonde
15 04 2017,Beans - Retail,KG,pulses and nuts,622.62,MWK,Malawi,Southern Region,Lunzu
15 04 2017,Maize - Retail,KG,cereals and tubers,177.18,MWK,Malawi,Southern Region,Lunzu
15 04 2017,Rice - Retail,KG,cereals and tubers,897.25,MWK,Malawi,Southern Region,Lunzu
15 04 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,945.69,MWK,Malawi,Southern Region,Lunzu
15 04 2017,Beans - Retail,KG,pulses and nuts,839.22,MWK,Malawi,Southern Region,Mangochi
15 04 2017,Maize - Retail,KG,cereals and tubers,139.27,MWK,Malawi,Southern Region,Mangochi
15 04 2017,Rice - Retail,KG,cereals and tubers,709.08,MWK,Malawi,Southern Region,Mangochi
15 04 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,1120.67,MWK,Malawi,Southern Region,Mangochi
15 04 2017,Beans - Retail,KG,pulses and nuts,865,MWK,Malawi,Southern Region,Muloza
15 04 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,915.14,MWK,Malawi,Southern Region,Muloza
15 04 2017,Maize - Retail,KG,cereals and tubers,134.02,MWK,Malawi,Southern Region,Namwera
15 04 2017,Maize - Retail,KG,cereals and tubers,166.49,MWK,Malawi,Southern Region,Sorgin
15 04 2017,Rice - Retail,KG,cereals and tubers,816.77,MWK,Malawi,Southern Region,Sorgin
15 04 2017,Maize - Retail,KG,cereals and tubers,80.75,MWK,Malawi,Southern Region,Phalombe
15 04 2017,Rice - Retail,KG,cereals and tubers,612.5,MWK,Malawi,Southern Region,Phalombe
15 04 2017,Rice (imported) - Retail,KG,cereals and tubers,14000,SOS,Malawi,Southern Region,Marka
15 04 2017,Maize (white) - Retail,KG,cereals and tubers,9300,SOS,Malawi,Southern Region,Marka
15 04 2017,Sorghum (red) - Retail,KG,cereals and tubers,12000,SOS,Malawi,Southern Region,Marka
15 04 2017,Maize - Retail,KG,cereals and tubers,166.49,MWK,Malawi,Southern Region,Nsanje
15 04 2017,Beans - Retail,KG,pulses and nuts,588.93,MWK,Malawi,Northern Region,Chilumba
15 04 2017,Maize - Retail,KG,cereals and tubers,211.24,MWK,Malawi,Northern Region,Chilumba
15 04 2017,Rice - Retail,KG,cereals and tubers,519.15,MWK,Malawi,Northern Region,Chilumba
15 04 2017,Groundnuts (shelled) - Retail,KG,pulses and nuts,519.94,MWK,Malawi,Northern Region,Chilumba
15 04 2017,Maize - Retail,KG,cereals and tubers,175.68,MWK,Malawi,Northern Region,Embangweni
15 04 2017,Rice - Retail,KG,cereals and tubers,776.69,MWK,Malawi,Northern Region,Embangweni
