Country_Region,Date,Commodity_Name,Price
Southern Region,2019-05-15,Maize (white) - Retail,7900.0
Southern Region,2019-05-15,Maize - Retail,142.5
Southern Region,2019-05-15,Pigeon peas - Retail,300.0
Southern Region,2019-05-15,Rice (imported) - Retail,16000.0
Southern Region,2019-05-15,Rice - Retail,540.62
Southern Region,2019-05-15,Sorghum (red) - Retail,8000.0
Southern Region,2019-06-15,Beans - Retail,799.41
Southern Region,2019-06-15,Cowpeas - Retail,350.0
Southern Region,2019-06-15,Groundnuts (shelled) - Retail,745.425
Southern Region,2019-06-15,Maize (white) - Retail,7500.0
Southern Region,2019-06-15,Maize - Retail,160.0
Southern Region,2019-06-15,Pigeon peas - Retail,300.0
Southern Region,2019-06-15,Rice (imported) - Retail,15500.0
Southern Region,2019-06-15,Rice - Retail,586.01
Southern Region,2019-06-15,Sorghum (red) - Retail,8000.0
Southern Region,2019-07-15,Beans - Retail,800.0
Southern Region,2019-07-15,Cowpeas - Retail,400.0
Southern Region,2019-07-15,Groundnuts (shelled) - Retail,736.485
Southern Region,2019-07-15,Maize (white) - Retail,7833.0
Southern Region,2019-07-15,Maize - Retail,190.0
Southern Region,2019-07-15,Pigeon peas - Retail,288.75
Southern Region,2019-07-15,Rice (imported) - Retail,13250.0
Southern Region,2019-07-15,Rice - Retail,576.96
Southern Region,2019-07-15,Sorghum (red) - Retail,8000.0
Southern Region,2019-08-15,Beans - Retail,761.38
Southern Region,2019-08-15,Groundnuts (shelled) - Retail,751.07
Southern Region,2019-08-15,Maize (white) - Retail,8225.0
Southern Region,2019-08-15,Maize - Retail,239.83499999999998
Southern Region,2019-08-15,Rice (imported) - Retail,14000.0
Southern Region,2019-08-15,Rice - Retail,600.0
Southern Region,2019-08-15,Sorghum (red) - Retail,9300.0
Southern Region,2019-09-15,Beans - Retail,731.7149999999999
Southern Region,2019-09-15,Groundnuts (shelled) - Retail,742.74
Southern Region,2019-09-15,Maize (white) - Retail,7525.0
Southern Region,2019-09-15,Maize - Retail,245.445
Southern Region,2019-09-15,Rice (imported) - Retail,14250.0
Southern Region,2019-09-15,Rice - Retail,602.89
Southern Region,2019-09-15,Sorghum (red) - Retail,9475.0
Southern Region,2019-10-15,Beans - Retail,806.7249999999999
Southern Region,2019-10-15,Groundnuts (shelled) - Retail,775.615
Southern Region,2019-10-15,Maize (white) - Retail,8000.0
Southern Region,2019-10-15,Maize - Retail,254.86
Southern Region,2019-10-15,Rice (imported) - Retail,15000.0
Southern Region,2019-10-15,Rice - Retail,614.33
Southern Region,2019-10-15,Sorghum (red) - Retail,10600.0
Southern Region,2019-11-15,Beans - Retail,796.43
Southern Region,2019-11-15,Groundnuts (shelled) - Retail,800.0
Southern Region,2019-11-15,Maize (white) - Retail,6300.0
Southern Region,2019-11-15,Maize - Retail,273.115
Southern Region,2019-11-15,Rice (imported) - Retail,15000.0
Southern Region,2019-11-15,Rice - Retail,700.0
Southern Region,2019-11-15,Sorghum (red) - Retail,10600.0
Southern Region,2019-12-15,Beans - Retail,831.3299999999999
Southern Region,2019-12-15,Groundnuts (shelled) - Retail,855.375
Southern Region,2019-12-15,Maize (white) - Retail,7650.0
Southern Region,2019-12-15,Maize - Retail,300.0
Southern Region,2019-12-15,Rice (imported) - Retail,15000.0
Southern Region,2019-12-15,Rice - Retail,700.085
Southern Region,2019-12-15,Sorghum (red) - Retail,10600.0
